ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,175.58,-0.66,867626,842790.0,1.03,176.305,175.001,162.036,53.9,2.735,0.92,1.48,182.26,140.78,182.26,171.02,,,,,False,25,20,6,7,3,4,5,70,BON,Achat - position standard,vert clair,171.48,182.42,2026-07-23
AIR.PA,Airbus,Aéronautique,204.5,-1.82,1203472,1071176.0,1.12,199.212,196.689,184.443,61.6,5.397,1.06,2.24,221.3,157.42,210.95,189.22,,,,,False,25,17,6,7,6,7,5,73,BON,Achat - position standard,vert clair,196.4,217.99,2026-07-23
ALO.PA,Alstom,Industrie,16.02,-0.62,1736677,1510402.0,1.15,15.857,15.834,20.045,51.8,0.467,1.02,2.98,30.23,14.72,16.87,14.93,,1.0,,,False,3,20,6,7,4,4,5,49,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,15.32,17.19,2026-07-23
MT.AS,ArcelorMittal,Matériaux,57.84,-0.69,1592135,1884938.0,0.84,57.747,57.11,47.758,53.9,2.132,0.98,3.33,62.6,26.35,59.98,51.24,,8.0,,,False,25,20,6,7,4,7,5,74,BON,Achat - position standard,vert clair,54.64,63.17,2026-07-23
CS.PA,AXA,Assurance,44.76,-0.33,2804705,2539866.0,1.1,44.586,44.042,40.699,68.5,0.568,0.97,1.16,45.47,36.55,45.47,42.94,,,,4.0,False,25,10,6,7,3,7,5,63,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,43.91,46.18,2026-07-23
BNP.PA,BNP Paribas,Banque,103.76,-2.83,2734602,1668274.0,1.64,103.57,102.165,89.083,57.2,2.21,1.09,2.05,107.18,65.12,107.18,97.31,,,,1.0,True,25,17,2,7,4,7,5,67,BON,Achat - position standard,vert clair,100.44,109.29,2026-07-23
EN.PA,Bouygues,BTP/Télécom,47.83,-0.97,561987,731911.0,0.77,47.816,48.024,46.774,46.5,0.855,0.93,1.69,53.48,35.39,50.34,45.7,,,,,False,12,20,4,7,4,4,5,56,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,46.55,49.97,2026-07-23
CAP.PA,Capgemini,Technologie,86.06,-2.8,726624,672631.0,1.08,89.632,90.85,110.866,36.6,3.459,0.99,3.67,153.05,85.62,95.3,85.62,,,baissière,0.0,False,0,15,6,7,3,0,5,36,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,80.87,94.71,2026-07-23
CA.PA,Carrefour,Distribution,16.5,-0.87,2286948,2135140.0,1.07,16.558,16.466,15.389,51.4,0.338,0.94,1.65,17.53,11.94,16.91,15.62,,,,4.0,False,25,20,6,7,4,7,5,74,BON,Achat - position standard,vert clair,16.0,17.35,2026-07-23
ACA.PA,Crédit Agricole,Banque,18.03,-1.12,3983378,4076464.0,0.98,17.929,17.731,17.025,59.9,0.278,0.97,1.49,19.15,15.29,18.29,16.97,,,,1.0,False,25,17,6,7,4,7,5,71,BON,Achat - position standard,vert clair,17.62,18.73,2026-07-23
BN.PA,Danone,Agroalimentaire,68.44,-2.06,2084383,1426690.0,1.46,71.162,71.03,69.699,40.4,1.365,1.06,1.74,80.14,60.64,74.68,68.12,,,baissière,0.0,False,25,20,2,7,3,0,5,62,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,66.39,71.85,2026-07-23
DSY.PA,Dassault Systèmes,Technologie,18.42,3.74,3872547,1755888.0,2.21,18.15,18.193,21.224,52.3,0.653,1.06,3.53,30.36,15.82,19.0,17.4,,4.0,,,True,0,20,15,7,10,4,5,61,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,17.45,20.06,2026-07-23
