ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,170.72,-0.59,1441279,786906.0,1.83,173.643,174.162,162.717,42.6,2.858,0.98,1.33,182.26,140.78,182.26,170.12,,1.0,,,True,12,20,2,7,3,4,10,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,166.43,177.87,2026-07-31
AIR.PA,Airbus,Aéronautique,202.2,-0.88,1470403,1055197.0,1.39,204.495,201.274,185.812,53.7,5.375,1.05,2.16,221.3,157.42,213.35,190.9,,,,3.0,False,25,20,2,7,3,4,10,71,BON,Achat - position standard,vert clair,194.14,215.64,2026-07-31
ALO.PA,Alstom,Industrie,16.08,0.44,1248788,1324939.0,0.94,16.082,15.985,19.818,51.4,0.439,0.96,2.67,30.23,14.72,16.87,15.03,,7.0,,,False,3,20,6,7,4,4,10,54,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.42,17.18,2026-07-31
MT.AS,ArcelorMittal,Matériaux,60.74,1.91,2554843,1787145.0,1.43,58.893,58.033,48.419,61.2,2.174,1.0,3.54,62.6,26.72,61.38,53.6,,,haussière,0.0,False,25,17,12,7,8,10,10,89,EXCELLENT,Achat fort - position pleine,vert,57.48,66.17,2026-07-31
CS.PA,AXA,Assurance,44.94,-0.62,4142550,2375027.0,1.74,44.979,44.531,40.957,61.1,0.625,1.08,1.33,45.66,36.55,45.66,43.29,,,,3.0,True,25,17,15,7,3,7,10,84,EXCELLENT,Achat fort - position pleine,vert,44.0,46.5,2026-07-31
BNP.PA,BNP Paribas,Banque,109.66,0.75,2084710,1728847.0,1.21,107.016,104.813,90.17,67.2,2.366,1.12,2.26,110.24,65.12,110.24,97.31,,,haussière,0.0,False,25,10,12,10,8,10,10,85,EXCELLENT,Achat fort - position pleine,vert,106.11,115.57,2026-07-31
EN.PA,Bouygues,BTP/Télécom,48.76,-1.4,993443,684974.0,1.45,47.834,47.87,46.818,54.3,1.087,1.18,2.14,53.48,35.39,49.77,45.7,,,,1.0,False,12,20,2,10,8,4,10,66,BON,Achat - position standard,vert clair,47.13,51.48,2026-07-31
CAP.PA,Capgemini,Technologie,102.5,0.49,764222,767606.0,1.0,98.122,95.169,110.143,61.5,4.344,1.22,4.76,153.05,85.62,108.75,85.62,,3.0,,2.0,False,3,17,6,10,4,7,10,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,95.98,113.36,2026-07-31
CA.PA,Carrefour,Distribution,15.94,-0.65,2612933,2172192.0,1.2,16.087,16.217,15.415,44.8,0.398,1.07,2.12,17.53,11.94,16.91,15.22,,5.0,,,False,12,20,2,7,6,4,10,61,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.34,16.93,2026-07-31
ACA.PA,Crédit Agricole,Banque,19.27,2.61,8064708,4161167.0,1.94,18.56,18.186,17.123,72.5,0.353,1.21,1.72,19.78,15.29,19.78,16.97,,,haussière,0.0,True,25,3,10,10,8,10,10,76,BON,Achat - position standard,vert clair,18.75,20.16,2026-07-31
BN.PA,Danone,Agroalimentaire,67.52,-1.2,1637850,1348669.0,1.21,69.909,70.438,69.72,40.0,1.652,1.22,2.14,80.14,60.64,74.68,66.82,,1.0,baissière,0.0,False,3,15,12,10,3,0,10,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,65.04,71.65,2026-07-31
DSY.PA,Dassault Systèmes,Technologie,20.05,-0.79,3679827,2057470.0,1.79,19.817,19.201,21.181,60.0,0.722,1.11,4.03,30.36,15.82,21.21,17.56,,5.0,,3.0,True,3,17,15,10,4,7,10,66,BON,Achat - position standard,vert clair,18.97,21.85,2026-07-31
EDEN.PA,Edenred,Services,28.52,0.99,975888,877462.0,1.11,27.536,26.261,22.221,71.8,0.9,1.1,3.27,29.28,15.23,29.28,23.04,,,,2.0,False,25,3,6,7,4,7,10,62,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,27.17,30.77,2026-07-31
ENGI.PA,Engie,Énergie,27.11,3.99,6789523,2604793.0,2.61,26.767,26.918,25.256,51.5,0.637,1.19,2.23,29.89,17.2,27.93,25.94,,3.0,,2.0,True,12,20,15,10,6,4,10,77,BON,Achat - position standard,vert clair,26.15,28.7,2026-07-31
EL.PA,EssilorLuxottica,Santé/Optique,164.05,0.28,892324,612403.0,1.46,165.268,166.969,209.179,43.6,5.366,1.05,2.91,323.8,160.6,177.95,160.8,,,,,False,0,20,12,7,6,4,10,59,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,156.0,177.47,2026-07-31
ERF.PA,Eurofins Scientific,Santé,68.16,-0.64,183678,242345.0,0.76,68.346,68.236,64.085,51.2,1.685,1.06,2.54,74.32,54.86,71.28,64.56,,,,6.0,False,25,20,8,7,6,4,10,80,EXCELLENT,Achat fort - position pleine,vert,65.63,72.37,2026-07-31
RMS.PA,Hermès,Luxe,1531.5,-1.23,112421,92739.0,1.21,1599.953,1624.657,1834.126,39.3,58.016,1.16,3.22,2300.0,1465.5,1709.0,1465.5,,2.0,,2.0,False,0,15,2,10,3,4,10,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,1444.48,1676.54,2026-07-31
KER.PA,Kering,Luxe,284.2,-2.22,353608,309644.0,1.14,267.476,259.797,258.254,64.7,10.607,1.14,3.22,354.2,207.9,292.85,236.2,,2.0,,2.0,False,25,17,6,10,8,7,10,83,EXCELLENT,Achat fort - position pleine,vert,268.29,310.72,2026-07-31
OR.PA,L'Oréal,Cosmétiques,386.95,-1.79,427656,301658.0,1.42,383.199,381.684,373.923,55.1,9.07,1.09,2.19,408.35,338.85,401.0,366.1,,1.0,,1.0,False,25,17,2,7,8,4,10,73,BON,Achat - position standard,vert clair,373.35,409.62,2026-07-31
LR.PA,Legrand,Industrie,131.4,0.54,1193277,629003.0,1.9,132.544,135.816,138.257,36.9,4.338,1.06,3.23,166.95,121.95,145.9,125.7,,,,3.0,True,0,15,2,7,6,4,10,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,124.89,142.25,2026-07-31
MC.PA,LVMH,Luxe,475.15,0.39,429187,482050.0,0.89,473.107,478.461,511.301,47.0,14.466,1.05,2.94,654.7,440.0,503.8,449.5,,8.0,,6.0,False,0,20,6,7,6,4,10,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,453.45,511.31,2026-07-31
ML.PA,Michelin,Industrie,34.97,1.36,2384051,1654697.0,1.44,34.67,34.522,31.986,57.6,0.714,1.1,1.99,35.72,25.51,35.72,33.46,,,,,False,25,17,12,7,6,7,10,84,EXCELLENT,Achat fort - position pleine,vert,33.9,36.75,2026-07-31
ORA.PA,Orange,Télécom,16.57,-2.96,8992187,4294904.0,2.09,16.706,16.585,16.172,49.3,0.432,1.26,2.24,18.81,13.07,17.52,15.62,,3.0,,2.0,True,25,20,15,10,4,4,10,88,EXCELLENT,Achat fort - position pleine,vert,15.92,17.65,2026-07-31
RI.PA,Pernod Ricard,Boissons,67.82,-0.09,588012,642082.0,0.92,66.32,65.353,71.928,60.6,1.855,1.01,2.57,107.45,58.6,69.56,61.16,,3.0,,2.0,False,3,17,6,7,8,7,10,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,65.04,72.46,2026-07-31
PUB.PA,Publicis,Communication,92.62,-0.96,780700,618283.0,1.26,91.316,89.609,84.016,59.4,2.546,1.05,3.07,96.04,68.14,96.04,84.28,,5.0,,2.0,False,25,17,2,7,4,7,10,72,BON,Achat - position standard,vert clair,88.8,98.98,2026-07-31
RNO.PA,Renault,Automobile,27.26,-2.54,1912707,1277677.0,1.5,27.014,26.704,30.636,54.7,0.872,1.01,2.82,37.97,24.66,28.29,25.07,,3.0,,2.0,False,3,20,2,7,4,7,10,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,25.95,29.44,2026-07-31
SAF.PA,Safran,Aéronautique,338.4,-0.56,596732,580409.0,1.03,335.587,333.48,305.253,55.7,9.316,1.02,2.63,360.8,262.6,360.8,316.9,,3.0,,,False,25,17,6,7,8,4,10,77,BON,Achat - position standard,vert clair,324.43,361.69,2026-07-31
SGO.PA,Saint-Gobain,Matériaux,81.28,6.89,2031659,868672.0,2.34,76.544,76.302,80.474,63.2,2.356,1.1,2.62,100.75,65.88,83.48,72.22,haussier,0.0,haussière,0.0,True,20,17,15,10,8,10,10,90,EXCELLENT,Achat fort - position pleine,vert,77.75,87.17,2026-07-31
SAN.PA,Sanofi,Santé,74.47,2.34,3588109,2234627.0,1.61,76.312,76.287,79.47,44.9,2.21,1.23,2.62,91.15,71.25,80.18,72.07,,,,1.0,True,3,20,15,10,3,4,10,65,BON,Achat - position standard,vert clair,71.16,79.99,2026-07-31
SU.PA,Schneider Electric,Industrie,289.6,1.76,1387571,824023.0,1.68,272.651,271.245,257.342,62.9,9.044,1.13,2.99,294.85,208.8,294.85,255.7,haussier,0.0,haussière,0.0,True,25,17,15,10,8,10,10,95,EXCELLENT,Achat fort - position pleine,vert,276.03,312.21,2026-07-31
GLE.PA,Société Générale,Banque,81.31,0.26,2022436,1437967.0,1.41,78.325,77.081,67.676,64.1,2.28,1.12,2.85,82.89,50.9,82.89,71.2,,,,1.0,False,25,17,2,10,8,7,10,79,BON,Achat - position standard,vert clair,77.89,87.01,2026-07-31
