ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,169.54,-0.15,1567328,599610.0,2.61,168.552,169.384,163.975,48.8,2.313,0.96,1.16,182.26,140.78,175.06,165.36,,,,,True,12,20,2,7,8,4,5,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,166.07,175.32,2026-08-31
AIR.PA,Airbus,Aéronautique,197.24,-2.86,1306926,744123.0,1.76,203.846,205.753,190.146,37.1,4.28,0.92,1.74,221.3,157.42,217.05,197.24,,5.0,baissière,0.0,True,12,15,2,7,3,0,5,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,190.82,207.94,2026-08-31
ALO.PA,Alstom,Industrie,16.36,-0.21,1441782,975082.0,1.48,16.34,16.26,19.158,52.2,0.398,0.97,2.02,30.23,14.72,17.06,15.75,,3.0,,,False,3,20,2,7,4,4,5,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,15.76,17.35,2026-08-31
MT.AS,ArcelorMittal,Matériaux,64.1,-0.77,1767333,1409187.0,1.25,63.577,62.769,51.257,58.8,1.931,0.94,2.99,65.4,27.75,65.4,59.34,,,,,False,25,17,2,7,6,7,5,69,BON,Achat - position standard,vert clair,61.2,68.93,2026-08-31
CS.PA,AXA,Assurance,43.1,-1.17,4797191,2198614.0,2.18,43.637,44.007,41.591,39.0,0.661,1.13,1.39,45.66,36.55,45.63,42.43,,8.0,,2.0,True,12,15,2,10,3,4,5,51,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,42.11,44.75,2026-08-31
BNP.PA,BNP Paribas,Banque,102.78,0.21,3448322,1547952.0,2.23,104.807,106.487,93.663,39.7,2.206,1.08,1.94,113.82,65.12,113.82,99.93,,5.0,,2.0,True,12,15,15,7,6,4,5,64,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,99.47,108.29,2026-08-31
EN.PA,Bouygues,BTP/Télécom,44.22,0.32,1225798,526749.0,2.33,45.32,46.313,46.839,29.5,0.903,0.97,1.73,53.48,35.65,49.65,43.39,,,,2.0,True,0,8,15,7,6,4,5,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,42.87,46.48,2026-08-31
CAP.PA,Capgemini,Technologie,107.25,-2.01,1222611,443308.0,2.76,108.595,106.997,109.853,53.2,3.624,0.91,2.88,153.05,85.62,111.85,104.65,,,,,True,3,20,2,7,3,4,5,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,101.81,116.31,2026-08-31
CA.PA,Carrefour,Distribution,15.68,0.29,2122812,1558280.0,1.36,15.761,15.833,15.49,44.4,0.25,0.85,1.21,17.53,11.94,16.12,15.52,,,,,False,12,20,2,7,4,4,5,54,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.3,16.3,2026-08-31
ACA.PA,Crédit Agricole,Banque,18.51,0.41,3822581,4258046.0,0.9,18.848,19.013,17.548,41.0,0.309,0.98,1.49,20.4,15.37,20.4,18.18,,2.0,,2.0,False,12,20,6,7,6,4,5,60,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,18.05,19.29,2026-08-31
BN.PA,Danone,Agroalimentaire,64.28,-0.19,1515060,1022888.0,1.48,65.312,66.416,69.121,32.6,1.082,0.82,1.39,80.14,60.64,69.06,64.14,,,,1.0,False,0,15,2,7,3,4,5,36,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,62.66,66.98,2026-08-31
DSY.PA,Dassault Systèmes,Technologie,22.84,-1.08,2278201,1662748.0,1.37,22.603,21.963,21.35,65.6,0.591,0.86,2.28,30.36,15.82,23.18,20.53,,,,2.0,False,25,10,2,7,4,7,5,60,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,21.95,24.32,2026-08-31
EDEN.PA,Edenred,Services,30.08,-1.31,618961,449949.0,1.38,29.845,29.056,23.511,65.5,0.678,0.88,2.04,30.85,15.23,30.85,27.61,,,,2.0,False,25,10,2,7,4,7,5,60,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,29.06,31.78,2026-08-31
ENGI.PA,Engie,Énergie,24.6,0.41,4680716,2903180.0,1.61,24.946,25.487,25.342,35.5,0.525,0.92,1.8,29.89,17.53,27.41,23.91,,,,2.0,True,3,15,15,7,6,4,5,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,23.81,25.91,2026-08-31
