ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,166.52,-0.16,510612,710526.0,0.72,169.135,169.674,164.471,41.1,2.841,1.15,1.57,182.26,140.78,176.64,165.36,,1.0,,,False,12,20,8,10,3,4,0,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,162.26,173.62,2026-09-11
AIR.PA,Airbus,Aéronautique,199.4,1.85,966055,737408.0,1.31,198.849,201.345,190.685,45.5,4.412,1.02,2.02,221.3,157.42,216.55,193.18,,,,7.0,False,12,20,12,7,6,4,0,61,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,192.78,210.43,2026-09-11
ALO.PA,Alstom,Industrie,15.88,2.42,1077034,1049531.0,1.03,15.994,16.09,18.898,46.7,0.464,1.13,2.91,30.23,14.72,17.06,15.42,,2.0,,1.0,False,0,20,6,10,6,4,0,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,15.18,17.04,2026-09-11
MT.AS,ArcelorMittal,Matériaux,64.36,-0.49,1275907,1427056.0,0.89,65.091,64.236,52.336,53.3,2.098,1.02,2.97,68.56,28.84,68.56,59.34,,,,4.0,False,25,20,6,7,3,4,0,65,BON,Achat - position standard,vert clair,61.21,69.61,2026-09-11
CS.PA,AXA,Assurance,43.19,0.51,2242223,2499746.0,0.9,43.46,43.734,41.748,44.1,0.707,1.12,1.61,45.66,36.55,45.05,42.43,,,,,False,12,20,6,10,6,4,0,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,42.13,44.96,2026-09-11
BNP.PA,BNP Paribas,Banque,103.76,1.09,1353242,1742797.0,0.78,103.646,104.801,94.415,45.1,2.054,1.0,2.02,113.82,65.12,112.62,99.93,,,,,False,12,20,4,7,6,4,0,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,100.68,108.9,2026-09-11
EN.PA,Bouygues,BTP/Télécom,43.98,0.3,689821,669545.0,1.03,44.389,45.168,46.636,36.0,0.836,0.96,1.85,53.48,36.72,47.81,43.39,,,,,False,0,15,6,7,6,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,42.73,46.07,2026-09-11
CAP.PA,Capgemini,Technologie,102.9,1.38,442136,449205.0,0.98,104.701,105.593,109.489,45.6,3.439,0.93,2.88,153.05,85.62,111.65,100.35,,2.0,,2.0,False,0,20,6,7,6,4,0,43,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,97.74,111.5,2026-09-11
CA.PA,Carrefour,Distribution,16.27,-1.48,1711466,1587599.0,1.08,16.281,16.129,15.559,54.0,0.273,1.03,1.67,17.53,11.94,16.69,15.52,,6.0,,3.0,False,25,20,6,7,4,7,0,69,BON,Achat - position standard,vert clair,15.86,16.95,2026-09-11
ACA.PA,Crédit Agricole,Banque,18.62,0.46,2711671,3982524.0,0.68,18.662,18.805,17.632,45.2,0.291,0.96,1.47,20.4,15.37,20.23,18.18,,,,,False,12,20,4,7,6,4,0,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,18.19,19.35,2026-09-11
BN.PA,Danone,Agroalimentaire,61.38,-0.62,914872,1048488.0,0.87,63.286,64.624,68.694,28.1,1.101,0.95,1.42,80.14,60.64,68.02,61.38,,,baissière,0.0,False,0,8,6,7,3,0,0,24,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,59.73,64.13,2026-09-11
DSY.PA,Dassault Systèmes,Technologie,20.24,-0.69,1370065,1705124.0,0.8,21.066,21.408,21.334,38.7,0.642,0.99,2.73,30.36,15.82,23.18,19.9,,2.0,,2.0,False,3,15,6,7,3,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,19.28,21.85,2026-09-11
EDEN.PA,Edenred,Services,28.0,-1.13,465722,491306.0,0.95,29.009,29.051,23.947,42.4,0.735,1.01,2.23,30.85,15.23,30.85,27.84,baissier,0.0,,,False,12,20,6,7,3,4,0,52,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,26.9,29.84,2026-09-11
ENGI.PA,Engie,Énergie,23.98,-1.32,3325558,3309586.0,1.0,24.22,24.707,25.245,35.3,0.535,0.99,2.16,29.89,17.78,26.14,23.4,,,,5.0,False,0,15,6,7,10,4,0,42,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,23.18,25.32,2026-09-11
EL.PA,EssilorLuxottica,Santé/Optique,146.4,0.38,645110,679010.0,0.95,151.318,156.099,196.907,26.9,4.329,0.95,2.4,323.8,144.65,165.45,144.65,,,,1.0,False,0,8,6,7,6,4,0,31,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,139.91,157.22,2026-09-11
ERF.PA,Eurofins Scientific,Santé,70.7,-0.31,571619,259822.0,2.2,71.588,71.505,65.882,47.0,1.544,1.08,2.11,74.78,54.86,74.78,68.38,,,,,True,25,20,2,7,3,4,0,61,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,68.38,74.56,2026-09-11
RMS.PA,Hermès,Luxe,1399.5,-0.67,85297,122671.0,0.7,1459.047,1508.379,1760.153,28.1,39.269,0.91,2.37,2300.0,1395.0,1628.5,1395.0,,,baissière,0.0,False,0,8,4,7,3,0,0,22,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,1340.6,1497.67,2026-09-11
KER.PA,Kering,Luxe,238.6,1.9,290231,298243.0,0.97,242.311,249.309,258.035,38.9,8.279,0.97,2.84,354.2,225.1,271.77,230.25,,,,2.0,False,0,15,6,7,6,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,226.18,259.3,2026-09-11
OR.PA,L'Oréal,Cosmétiques,379.85,1.14,298706,290135.0,1.03,381.749,382.841,376.252,47.4,8.076,1.05,1.85,405.8,338.85,394.0,367.5,,2.0,,,False,12,20,6,7,6,4,0,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,367.74,400.04,2026-09-11
LR.PA,Legrand,Industrie,141.85,1.68,510344,450880.0,1.13,139.776,138.604,138.248,55.8,4.005,1.09,2.54,166.95,121.95,146.3,131.6,,4.0,,3.0,False,25,17,6,7,8,7,0,70,BON,Achat - position standard,vert clair,135.84,151.86,2026-09-11
MC.PA,LVMH,Luxe,415.3,2.16,732105,506369.0,1.45,425.725,439.454,495.857,33.2,11.044,0.96,2.14,654.7,405.25,463.15,405.25,,,,1.0,False,0,15,12,7,6,4,0,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,398.73,442.91,2026-09-11
ML.PA,Michelin,Industrie,33.46,-0.18,1117198,1298746.0,0.86,34.186,34.41,32.615,39.2,0.659,1.08,1.73,35.72,25.51,35.35,33.23,,2.0,,1.0,False,12,15,6,7,3,4,0,47,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,32.47,35.11,2026-09-11
ORA.PA,Orange,Télécom,15.55,0.19,3275763,4866491.0,0.67,15.468,15.652,16.09,44.6,0.299,0.92,1.86,18.81,13.07,16.45,14.8,,,,,False,0,20,4,7,10,4,0,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,15.1,16.29,2026-09-11
RI.PA,Pernod Ricard,Boissons,59.42,-0.13,469576,684420.0,0.69,61.493,63.588,70.399,29.0,1.578,0.95,2.67,90.54,58.6,69.2,58.9,,,,1.0,False,0,8,8,7,6,4,0,33,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,57.05,63.36,2026-09-11
PUB.PA,Publicis,Communication,96.8,-0.49,473764,572352.0,0.83,98.862,99.229,88.023,45.0,2.382,1.05,2.32,104.85,68.14,104.85,95.36,,1.0,,2.0,False,12,20,6,7,3,4,0,52,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,93.23,102.76,2026-09-11
RNO.PA,Renault,Automobile,29.58,2.28,1431752,1363722.0,1.05,29.064,28.733,30.102,57.5,0.861,1.06,3.22,37.97,24.66,30.07,26.96,,,,8.0,False,8,17,6,7,8,7,0,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,28.29,31.73,2026-09-11
SAF.PA,Safran,Aéronautique,330.2,2.55,422730,414763.0,1.02,331.07,336.764,315.196,43.0,7.656,0.98,2.0,366.5,262.6,363.7,318.9,,,,2.0,False,12,20,6,7,6,4,0,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,318.72,349.34,2026-09-11
SGO.PA,Saint-Gobain,Matériaux,71.52,0.28,1205584,944826.0,1.28,74.266,76.749,80.28,29.2,1.885,0.96,2.17,95.86,65.88,84.84,70.48,,9.0,,2.0,False,0,11,2,7,6,4,0,30,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,68.69,76.23,2026-09-11
SAN.PA,Sanofi,Santé,73.26,-0.42,1432941,1517176.0,0.94,75.087,75.916,78.698,33.6,1.405,0.89,1.59,91.15,71.25,79.36,73.22,,3.0,baissière,0.0,False,0,15,6,7,3,0,0,31,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,71.15,76.77,2026-09-11
SU.PA,Schneider Electric,Industrie,291.1,1.29,565832,646955.0,0.87,291.437,292.455,267.257,49.4,7.233,1.01,2.24,312.3,220.4,310.3,283.25,,6.0,,6.0,False,12,20,6,7,6,4,0,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,280.25,309.18,2026-09-11
