ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,167.78,0.39,459284,717880.0,0.64,168.187,169.89,163.726,39.6,2.253,0.88,1.12,182.26,140.78,175.06,165.36,,,,5.0,False,12,15,4,7,6,4,5,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,164.4,173.41,2026-08-25
AIR.PA,Airbus,Aéronautique,204.55,0.42,833198,872464.0,0.95,208.01,208.069,189.543,46.4,4.181,0.85,1.55,221.3,157.42,217.05,201.65,baissier,0.0,,,False,12,20,6,7,3,4,5,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,198.28,215.0,2026-08-25
ALO.PA,Alstom,Industrie,16.18,1.19,773129,993884.0,0.78,16.066,16.121,19.295,51.0,0.373,0.88,1.91,30.23,14.72,17.05,15.75,,4.0,,,False,0,20,10,7,6,4,5,52,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.62,17.11,2026-08-25
MT.AS,ArcelorMittal,Matériaux,62.56,-0.03,1128540,1559858.0,0.72,62.531,61.944,50.602,55.5,2.08,1.01,2.95,65.24,27.42,65.24,56.8,,,,,False,25,17,4,7,6,7,5,71,BON,Achat - position standard,vert clair,59.44,67.76,2026-08-25
CS.PA,AXA,Assurance,43.68,-0.09,2367176,2309513.0,1.02,44.14,44.374,41.49,39.3,0.569,0.98,1.18,45.66,36.55,45.66,43.23,,3.0,,2.0,False,12,15,6,7,6,4,5,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,42.83,45.1,2026-08-25
BNP.PA,BNP Paribas,Banque,104.44,-2.85,1866343,1482259.0,1.26,108.097,108.456,93.143,39.5,2.028,0.97,1.56,113.82,65.12,113.82,104.02,baissier,0.0,baissière,0.0,False,12,15,2,7,3,0,5,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,101.4,109.51,2026-08-25
EN.PA,Bouygues,BTP/Télécom,46.19,0.0,509679,564027.0,0.9,46.855,47.375,46.943,36.9,0.825,0.86,1.45,53.48,35.39,50.2,45.98,,7.0,,,False,8,15,6,7,6,9,5,56,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,44.95,48.25,2026-08-25
CAP.PA,Capgemini,Technologie,109.4,-1.57,276062,608338.0,0.45,108.698,105.902,109.882,60.0,3.918,0.96,3.15,153.05,85.62,111.85,95.94,,,,,False,8,17,4,7,3,7,5,51,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,103.52,119.19,2026-08-25
CA.PA,Carrefour,Distribution,15.9,0.16,1057853,1726911.0,0.61,15.817,15.881,15.473,48.9,0.254,0.77,1.16,17.53,11.94,16.2,15.6,,,,,False,12,20,4,8,8,4,5,61,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.51,16.53,2026-08-25
ACA.PA,Crédit Agricole,Banque,19.0,-0.34,4485926,4268927.0,1.05,19.378,19.263,17.488,48.1,0.301,0.95,1.42,20.4,15.29,20.4,18.32,,,,8.0,False,25,20,6,7,3,4,5,70,BON,Achat - position standard,vert clair,18.55,19.76,2026-08-25
