ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,167.5,-0.37,583503,819195.0,0.71,167.151,167.761,164.73,47.8,2.476,0.94,1.44,182.26,140.78,176.64,162.46,,,,5.0,False,12,20,8,7,8,4,0,59,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,163.79,173.69,2026-09-25
AIR.PA,Airbus,Aéronautique,192.4,-1.02,1728900,987143.0,1.75,194.692,196.873,191.148,37.3,4.428,1.04,2.13,221.3,157.42,203.1,188.12,,,,,True,12,15,2,7,3,4,0,43,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,185.76,203.47,2026-09-25
ALO.PA,Alstom,Industrie,14.55,0.03,1588396,1355543.0,1.17,15.074,15.468,18.536,33.6,0.43,0.99,2.65,30.23,14.48,16.65,14.48,,,,1.0,False,0,18,6,7,3,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,13.9,15.62,2026-09-25
MT.AS,ArcelorMittal,Matériaux,61.78,-0.35,1191480,1462034.0,0.81,63.176,63.637,53.529,42.6,1.976,0.97,3.03,68.56,30.18,68.56,61.78,,4.0,baissière,0.0,False,12,20,6,7,3,0,0,48,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,58.82,66.72,2026-09-25
CS.PA,AXA,Assurance,44.0,0.07,2870574,3309417.0,0.87,43.989,43.967,41.996,50.2,0.741,1.05,1.6,45.66,36.55,45.2,42.74,,6.0,,6.0,False,25,20,6,7,4,4,0,66,BON,Achat - position standard,vert clair,42.89,45.85,2026-09-25
BNP.PA,BNP Paribas,Banque,99.3,0.88,1845774,2086259.0,0.88,100.715,102.23,95.138,37.7,2.334,1.1,2.07,113.82,65.12,104.8,95.55,,,,1.0,False,12,15,6,10,6,4,0,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,95.8,105.13,2026-09-25
EN.PA,Bouygues,BTP/Télécom,43.14,0.33,467767,738176.0,0.63,43.546,44.141,46.334,36.4,0.747,0.91,1.57,53.48,36.72,45.23,42.84,,,,1.0,False,0,15,4,7,8,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,42.02,45.01,2026-09-25
CAP.PA,Capgemini,Technologie,104.5,0.72,396386,545065.0,0.73,105.305,105.67,109.124,47.9,3.385,0.95,2.97,153.05,85.62,111.45,100.35,,5.0,,,False,0,20,4,7,3,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,99.42,112.96,2026-09-25
CA.PA,Carrefour,Distribution,16.2,0.37,1481059,1914112.0,0.77,16.339,16.316,15.656,47.9,0.28,1.04,1.75,17.53,12.57,16.96,15.6,,,,8.0,False,25,20,4,7,3,4,0,63,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.78,16.9,2026-09-25
ACA.PA,Crédit Agricole,Banque,18.18,1.37,3280493,3845897.0,0.85,18.217,18.424,17.699,41.9,0.314,1.05,1.65,20.4,15.37,18.98,17.72,,,,1.0,False,12,20,6,7,6,4,0,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,17.71,18.97,2026-09-25
BN.PA,Danone,Agroalimentaire,59.56,-0.96,1128976,1249870.0,0.9,60.694,62.03,67.889,29.7,1.004,0.96,1.62,80.14,59.4,65.53,59.4,,,baissière,0.0,False,0,8,6,7,3,0,0,24,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,58.05,62.07,2026-09-25
DSY.PA,Dassault Systèmes,Technologie,21.07,-0.47,1817439,1743992.0,1.04,21.003,21.105,21.293,49.4,0.6,0.94,2.59,30.36,15.82,23.16,19.9,,,,,False,8,20,6,7,10,4,0,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,20.17,22.57,2026-09-25
EDEN.PA,Edenred,Services,27.46,0.11,262890,522235.0,0.5,28.019,28.441,24.39,39.3,0.692,0.98,2.51,30.85,15.23,30.57,27.26,,,,1.0,False,12,18,4,7,6,4,0,51,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,26.42,29.19,2026-09-25
ENGI.PA,Engie,Énergie,23.35,-0.3,3692731,6809738.0,0.54,23.7,24.051,25.091,34.4,0.489,0.94,1.9,29.89,17.78,24.93,23.17,,,,,False,0,15,8,7,4,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,22.62,24.57,2026-09-25
EL.PA,EssilorLuxottica,Santé/Optique,143.9,-0.55,800577,895815.0,0.89,145.088,148.336,191.437,39.7,4.195,1.0,2.77,323.8,138.3,162.5,138.3,,,,5.0,False,0,15,6,7,8,4,0,40,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,137.61,154.39,2026-09-25
ERF.PA,Eurofins Scientific,Santé,77.36,-0.46,274276,374573.0,0.73,76.39,74.727,66.929,63.0,1.853,1.17,2.58,79.22,54.86,79.22,68.38,,,,3.0,False,25,17,4,10,4,7,0,67,BON,Achat - position standard,vert clair,74.58,81.99,2026-09-25
RMS.PA,Hermès,Luxe,1347.5,-0.52,78189,139309.0,0.56,1365.463,1411.759,1720.47,31.3,37.586,0.93,2.56,2300.0,1298.5,1609.0,1298.5,,,,5.0,False,0,15,4,7,6,4,0,36,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,1291.12,1441.46,2026-09-25
KER.PA,Kering,Luxe,223.35,-1.06,372882,337509.0,1.1,230.382,237.165,255.389,33.2,7.396,0.95,3.06,354.2,222.35,255.4,222.35,,,baissière,0.0,False,0,15,6,7,3,0,0,31,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,212.26,241.84,2026-09-25
OR.PA,L'Oréal,Cosmétiques,381.85,-0.73,267986,333047.0,0.8,382.639,382.674,376.995,49.2,7.736,1.0,2.01,405.8,338.85,394.0,372.95,baissier,0.0,,,False,12,20,6,7,4,4,0,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,370.25,401.19,2026-09-25
LR.PA,Legrand,Industrie,134.85,0.19,459018,547649.0,0.84,136.754,137.266,138.127,45.6,3.917,1.02,2.68,166.95,121.95,146.3,131.85,,1.0,,,False,0,20,6,7,3,4,0,40,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,128.97,144.64,2026-09-25
MC.PA,LVMH,Luxe,396.85,-0.06,508148,621028.0,0.82,403.793,415.99,486.655,30.6,9.945,0.93,2.25,654.7,395.15,461.05,395.15,,,,2.0,False,0,15,6,7,6,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,381.93,421.71,2026-09-25
ML.PA,Michelin,Industrie,33.8,0.9,1253414,1537797.0,0.82,33.628,33.83,32.717,48.4,0.614,0.99,1.82,35.72,25.51,35.27,32.74,,,,,False,12,20,6,7,10,4,0,59,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,32.88,35.34,2026-09-25
ORA.PA,Orange,Télécom,14.16,1.03,4215389,5775656.0,0.73,14.68,15.108,15.978,29.1,0.338,1.05,1.9,18.81,13.07,16.1,13.94,,,,2.0,False,0,8,4,7,6,4,0,29,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,13.65,15.0,2026-09-25
RI.PA,Pernod Ricard,Boissons,59.04,-0.91,723321,709291.0,1.02,59.911,61.16,69.347,34.7,1.298,0.82,1.72,90.34,58.6,64.8,58.9,,,,,False,0,18,6,7,4,4,0,39,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,57.09,62.29,2026-09-25
PUB.PA,Publicis,Communication,97.86,0.2,445250,614923.0,0.72,97.832,98.323,89.102,48.5,2.009,0.89,1.94,104.85,68.14,104.0,95.36,,,,,False,12,20,4,7,6,4,0,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,94.85,102.88,2026-09-25
RNO.PA,Renault,Automobile,26.3,0.57,1337625,1695615.0,0.79,27.264,27.895,29.864,37.7,0.921,1.02,3.17,37.97,24.66,30.44,25.88,,5.0,,1.0,False,0,18,4,7,6,4,0,39,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,24.92,28.6,2026-09-25
SAF.PA,Safran,Aéronautique,336.3,0.6,518436,481977.0,1.08,332.045,332.762,316.818,52.3,7.615,1.0,2.13,366.5,262.6,343.6,318.9,,,,,False,12,20,6,7,8,4,0,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,324.88,355.34,2026-09-25
SGO.PA,Saint-Gobain,Matériaux,69.82,0.0,1001119,1052586.0,0.95,70.503,72.403,79.281,33.9,1.644,0.92,2.16,95.6,65.88,80.46,68.26,,,,9.0,False,0,15,6,7,8,4,0,40,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,67.35,73.93,2026-09-25
SAN.PA,Sanofi,Santé,71.79,-0.43,1755708,1945312.0,0.9,73.464,74.447,78.202,34.3,1.38,0.96,1.74,91.15,70.96,78.15,70.96,,,baissière,0.0,False,0,15,6,7,3,0,0,31,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,69.72,75.24,2026-09-25
SU.PA,Schneider Electric,Industrie,291.0,0.41,622788,804236.0,0.77,289.856,289.754,269.468,51.1,7.625,1.02,2.49,312.3,220.4,301.9,268.5,haussier,0.0,,9.0,False,25,20,4,7,8,7,0,71,BON,Achat - position standard,vert clair,279.56,310.06,2026-09-25
GLE.PA,Société Générale,Banque,72.31,3.49,2344472,2091699.0,1.12,72.451,73.498,70.434,44.1,2.09,1.13,2.48,84.82,51.98,76.12,69.62,,,,1.0,False,12,20,6,10,6,4,0,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,69.17,77.54,2026-09-25
STLAP.PA,Stellantis,Automobile,4.03,1.44,4427092,4195824.0,1.06,4.21,4.376,6.104,34.2,0.163,0.92,3.45,10.49,3.93,4.87,3.93,,,,1.0,False,0,18,6,7,6,4,0,41,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,3.78,4.43,2026-09-25
STMPA.PA,STMicroelectronics,Technologie,45.1,0.5,1641698,2158331.0,0.76,44.684,44.516,42.74,50.9,1.721,0.94,3.12,70.85,18.2,47.02,41.23,,2.0,,9.0,False,25,20,4,7,4,7,0,67,BON,Achat - position standard,vert clair,42.52,49.41,2026-09-25
TEP.PA,Teleperformance,Services,72.36,1.12,193936,224215.0,0.86,71.171,70.404,63.329,58.2,2.291,1.0,3.02,78.14,43.65,74.64,67.6,,,,2.0,False,25,17,6,7,10,7,0,72,BON,Achat - position standard,vert clair,68.92,78.09,2026-09-25
HO.PA,Thales,Défense,229.4,-1.21,182001,260097.0,0.7,234.53,237.024,239.958,37.6,5.416,1.04,2.28,279.3,212.6,245.5,223.05,,,,,False,0,15,8,7,4,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,221.28,242.94,2026-09-25
TTE.PA,TotalEnergies,Énergie,79.99,-1.31,3753087,3898044.0,0.96,79.505,78.644,71.193,58.7,1.596,1.06,1.85,81.34,49.24,81.24,75.36,,,,8.0,False,25,17,6,7,4,7,0,66,BON,Achat - position standard,vert clair,77.6,83.98,2026-09-25
URW.PA,Unibail-Rodamco-Westfield,Immobilier,91.72,-0.69,269739,346226.0,0.78,93.219,94.877,97.426,29.7,1.466,1.06,1.49,106.65,86.68,98.86,91.64,,,baissière,0.0,False,0,8,8,7,4,0,0,27,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,89.52,95.39,2026-09-25
VIE.PA,Veolia,Environnement,31.36,0.16,1046104,1588913.0,0.66,31.534,31.96,33.322,32.1,0.485,0.91,1.47,37.66,27.69,33.03,31.03,,,,,False,0,15,4,7,8,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,30.63,32.57,2026-09-25
DG.PA,Vinci,BTP,111.3,0.72,496004,916802.0,0.54,111.494,112.794,121.682,41.3,1.84,0.92,1.45,143.15,109.6,115.1,109.6,,,,,False,0,20,4,7,8,4,0,43,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,108.54,115.9,2026-09-25
VIV.PA,Vivendi,Médias,1.46,-0.41,1911817,2604609.0,0.73,1.491,1.529,2.115,33.7,0.043,0.91,2.68,3.21,1.45,1.63,1.45,,,,,False,0,15,8,7,4,4,0,38,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,1.39,1.57,2026-09-25
ATO.PA,Atos,Technologie,22.36,-1.58,287256,135209.0,2.12,23.819,25.17,41.798,21.8,1.029,1.03,4.14,63.24,21.82,28.98,21.82,,,baissière,0.0,True,0,8,2,7,3,0,0,20,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,20.82,24.93,2026-09-25
SOI.PA,Soitec,Semi-conducteurs,143.05,-0.76,112267,301761.0,0.37,143.519,136.822,99.67,56.7,9.596,1.03,6.35,200.5,22.62,156.6,107.55,,,,4.0,False,25,17,8,7,4,7,0,68,BON,Achat - position standard,vert clair,128.66,167.04,2026-09-25
NANO.PA,Nanobiotix,Biotech,29.16,4.37,196590,140210.0,1.4,29.869,31.167,28.298,39.4,1.962,0.93,5.87,47.66,13.1,37.04,27.12,,,,1.0,False,12,18,12,7,6,4,0,59,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,26.22,34.07,2026-09-25
ADOC.PA,Adocia,Biotech,2.62,-24.93,1064685,64686.0,16.46,3.416,3.635,4.828,15.1,0.186,1.39,4.79,12.4,2.53,4.17,2.53,,,baissière,0.0,True,0,8,2,5,3,0,0,18,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,2.34,3.08,2026-09-25
BVI.PA,Bureau Veritas,Services,26.89,0.49,723190,927533.0,0.78,27.254,27.405,27.24,41.5,0.459,1.13,1.68,30.18,24.58,28.22,26.69,,4.0,,1.0,False,8,20,4,10,3,4,0,49,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,26.2,28.04,2026-09-25
CO.PA,Casino Guichard,Distribution,0.17,-0.63,201687,145432.0,1.39,0.179,0.181,0.257,35.3,0.006,0.86,2.56,0.51,0.15,0.19,0.17,,,baissière,0.0,False,0,15,2,7,3,0,0,27,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,0.17,0.19,2026-09-25
