ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,171.68,0.14,513100,744818.0,0.69,172.563,173.306,163.242,45.6,2.575,0.92,1.27,182.26,140.78,178.62,169.24,,7.0,,,False,12,20,4,7,6,4,10,63,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,167.82,178.12,2026-08-11
AIR.PA,Airbus,Aéronautique,212.5,-1.0,628949,1011650.0,0.62,211.491,207.161,187.455,60.5,4.773,0.94,1.93,221.3,157.42,217.05,190.9,,,,4.0,False,25,17,4,7,4,7,10,74,BON,Achat - position standard,vert clair,205.34,224.43,2026-08-11
ALO.PA,Alstom,Industrie,16.38,0.49,1060736,1214014.0,0.87,16.449,16.279,19.63,52.3,0.453,1.0,2.62,30.23,14.72,17.05,15.03,,,,,False,3,20,6,7,4,7,10,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.7,17.51,2026-08-11
MT.AS,ArcelorMittal,Matériaux,64.18,-0.06,1123440,1676508.0,0.67,62.722,60.794,49.334,65.4,2.032,0.94,3.13,65.24,27.42,65.24,56.14,,,,5.0,False,25,10,4,7,4,7,10,67,BON,Achat - position standard,vert clair,61.13,69.26,2026-08-11
CS.PA,AXA,Assurance,44.83,-0.18,1641788,2348256.0,0.7,44.89,44.668,41.181,57.2,0.578,1.0,1.22,45.66,36.55,45.66,43.63,,,,9.0,False,25,17,8,7,3,4,10,74,BON,Achat - position standard,vert clair,43.96,46.28,2026-08-11
BNP.PA,BNP Paribas,Banque,111.72,-0.96,1548468,1650737.0,0.94,110.996,108.288,91.452,66.8,2.102,0.96,1.86,113.62,65.12,113.62,99.63,,,,3.0,False,25,10,6,7,4,7,10,69,BON,Achat - position standard,vert clair,108.57,116.97,2026-08-11
EN.PA,Bouygues,BTP/Télécom,47.4,-1.72,541573,601950.0,0.9,48.259,48.182,46.922,44.4,0.97,1.03,2.06,53.48,35.39,50.2,46.0,,6.0,,7.0,False,25,20,6,7,4,4,10,76,BON,Achat - position standard,vert clair,45.94,49.83,2026-08-11
CAP.PA,Capgemini,Technologie,109.5,1.39,268762,760639.0,0.35,106.288,101.565,110.058,66.8,4.116,1.07,4.24,153.05,85.62,111.85,85.62,,9.0,,8.0,False,8,10,0,7,4,7,10,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,103.33,119.79,2026-08-11
CA.PA,Carrefour,Distribution,15.69,-0.16,1371528,2142237.0,0.64,15.847,16.015,15.435,41.8,0.337,0.91,2.01,17.53,11.94,16.91,15.22,,,,,False,12,20,8,7,6,4,10,67,BON,Achat - position standard,vert clair,15.18,16.53,2026-08-11
ACA.PA,Crédit Agricole,Banque,20.02,0.45,5998382,3958940.0,1.52,19.425,18.863,17.266,78.1,0.32,1.07,1.56,20.11,15.29,20.11,17.4,,,haussière,0.0,True,25,3,15,7,8,10,10,78,BON,Achat - position standard,vert clair,19.54,20.82,2026-08-11
