ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,,,1276414,1056536.0,1.21,175.85,173.324,172.255,60.6,3.416,0.98,,189.8,154.86,182.26,164.16,,7.0,,3.0,False,25,17,2,7,4,4,5,64,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,,,2026-07-08
AIR.PA,Airbus,Aéronautique,,,1337317,1243684.0,1.08,200.492,193.712,182.825,67.1,5.363,1.0,,221.3,157.42,210.95,174.38,,,,2.0,False,25,10,6,7,4,4,5,61,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,,,2026-07-08
ALO.PA,Alstom,Industrie,,,1514642,2041093.0,0.74,15.748,15.952,20.584,44.6,0.485,1.01,,30.23,14.72,16.87,14.93,,,,7.0,False,0,20,8,7,4,4,5,48,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-07-08
MT.AS,ArcelorMittal,Matériaux,,,2256146,2318113.0,0.97,55.504,55.669,46.521,51.2,2.211,1.03,,62.6,26.35,62.58,51.24,,,,7.0,False,3,20,6,7,4,4,5,49,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-07-08
CS.PA,AXA,Assurance,,,3153835,3549857.0,0.89,43.654,42.835,40.214,74.5,0.621,0.99,,44.54,36.55,44.54,40.28,,,,1.0,False,25,3,6,7,4,4,5,54,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,,,2026-07-08
BNP.PA,BNP Paribas,Banque,,,2559855,2025384.0,1.26,101.905,100.135,87.364,59.7,2.078,1.01,,103.6,65.12,103.6,91.51,,,,2.0,False,25,17,2,7,6,4,5,66,BON,Achat - position standard,vert clair,,,2026-07-08
EN.PA,Bouygues,BTP/Télécom,,,998746,935708.0,1.07,48.255,48.951,46.682,33.5,0.983,1.01,,53.48,35.39,51.1,45.7,,8.0,,1.0,False,3,15,6,7,6,4,5,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-07-08
CAP.PA,Capgemini,Technologie,,,619969,763877.0,0.81,91.767,92.997,113.456,49.4,3.343,0.87,,153.05,86.2,100.0,86.2,,,,,False,0,20,6,7,4,4,5,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-07-08
CA.PA,Carrefour,Distribution,,,1967685,2688552.0,0.73,16.183,16.217,15.237,53.9,0.388,1.06,,17.53,11.94,16.8,15.24,,,,,False,3,20,4,7,4,4,5,47,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-07-08
ACA.PA,Crédit Agricole,Banque,,,7249132,5475224.0,1.32,17.618,17.425,16.925,57.0,0.308,1.0,,19.15,15.29,17.94,16.22,,,,2.0,False,25,17,2,7,4,4,5,64,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,,,2026-07-08
