ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,169.14,-0.7,507338,729390.0,0.7,171.515,172.593,163.236,39.7,2.453,0.88,1.21,182.26,140.78,178.12,168.92,,9.0,baissière,0.0,False,12,15,8,7,3,0,10,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,165.46,175.27,2026-08-13
AIR.PA,Airbus,Aéronautique,212.9,-0.35,617161,1008156.0,0.61,212.139,208.32,187.903,60.6,4.578,0.9,1.71,221.3,157.42,217.05,190.9,,,,6.0,False,25,17,4,7,3,7,10,73,BON,Achat - position standard,vert clair,206.03,224.34,2026-08-13
ALO.PA,Alstom,Industrie,15.98,-1.33,814519,1179153.0,0.69,16.316,16.242,19.596,46.1,0.428,0.94,2.33,30.23,14.72,17.05,15.03,,,,,False,3,20,8,7,3,4,10,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.34,17.05,2026-08-13
MT.AS,ArcelorMittal,Matériaux,63.66,-0.81,1049618,1643366.0,0.64,63.139,61.331,49.529,62.8,1.88,0.89,2.9,65.24,27.42,65.24,56.14,,,,7.0,False,25,17,4,7,4,7,10,74,BON,Achat - position standard,vert clair,60.84,68.36,2026-08-13
CS.PA,AXA,Assurance,44.64,-0.2,1439640,2350665.0,0.61,44.812,44.651,41.215,53.9,0.554,0.95,1.15,45.66,36.55,45.66,43.63,,,,,False,25,20,8,7,3,4,10,77,BON,Achat - position standard,vert clair,43.81,46.02,2026-08-13
BNP.PA,BNP Paribas,Banque,112.4,0.36,1275412,1666594.0,0.77,111.431,108.957,91.738,68.2,2.03,0.91,1.64,113.82,65.12,113.82,100.44,,,,5.0,False,25,10,4,7,4,7,10,67,BON,Achat - position standard,vert clair,109.36,117.47,2026-08-13
EN.PA,Bouygues,BTP/Télécom,47.58,-0.15,585338,603644.0,0.97,48.024,48.079,46.924,45.7,0.914,0.97,1.98,53.48,35.39,50.2,46.0,baissier,0.0,,9.0,False,12,20,6,7,3,4,10,62,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,46.21,49.87,2026-08-13
CAP.PA,Capgemini,Technologie,106.0,0.33,354662,725161.0,0.49,106.126,102.344,110.153,59.1,3.973,1.01,4.04,153.05,85.62,111.85,85.62,,,,,False,3,17,4,7,4,7,10,52,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,100.04,115.93,2026-08-13
CA.PA,Carrefour,Distribution,15.73,-0.19,1464035,2106371.0,0.7,15.807,15.959,15.43,43.3,0.316,0.84,1.82,17.53,11.94,16.91,15.22,,,,,False,12,20,4,7,6,4,10,63,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.25,16.51,2026-08-13
ACA.PA,Crédit Agricole,Banque,20.1,-0.35,3841815,4190600.0,0.92,19.678,19.087,17.315,76.8,0.314,1.02,1.52,20.4,15.29,20.4,17.58,,,,1.0,False,25,3,6,7,4,7,10,62,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,19.63,20.89,2026-08-13
BN.PA,Danone,Agroalimentaire,67.98,1.43,1034403,1331604.0,0.78,68.105,68.957,69.547,44.1,1.358,0.94,1.88,80.14,60.64,74.12,66.74,,9.0,,1.0,False,0,20,4,7,6,4,10,51,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,65.94,71.37,2026-08-13
DSY.PA,Dassault Systèmes,Technologie,20.92,-2.24,1691867,2095059.0,0.81,21.309,20.57,21.241,56.8,0.702,1.0,3.52,30.36,15.82,22.43,17.56,,,,4.0,False,8,17,6,7,4,7,10,59,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,19.87,22.68,2026-08-13
EDEN.PA,Edenred,Services,27.97,0.94,442999,773064.0,0.57,28.122,27.365,22.647,60.4,0.776,0.93,2.82,29.5,15.23,29.5,25.16,,,,6.0,False,25,20,4,7,3,7,10,76,BON,Achat - position standard,vert clair,26.81,29.91,2026-08-13
ENGI.PA,Engie,Énergie,26.13,0.62,3045129,2917562.0,1.04,26.375,26.607,25.333,42.7,0.571,1.0,2.31,29.89,17.2,27.93,25.92,,,,,False,12,20,6,7,6,4,10,65,BON,Achat - position standard,vert clair,25.27,27.56,2026-08-13
