ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,,,680408,637654.0,1.07,167.93,169.323,163.85,37.9,2.341,0.96,,182.26,140.78,175.06,165.36,,,,9.0,False,3,15,6,7,6,4,4,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
AIR.PA,Airbus,Aéronautique,,,752184,779899.0,0.96,206.11,207.029,189.969,45.3,4.159,0.89,,221.3,157.42,217.05,202.1,,4.0,,,False,3,20,6,7,6,4,4,50,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,,,2026-08-28
ALO.PA,Alstom,Industrie,,,1114459,981798.0,1.14,16.32,16.235,19.215,57.7,0.411,1.0,,30.23,14.72,17.06,15.75,,2.0,,,False,3,17,6,7,4,4,4,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
MT.AS,ArcelorMittal,Matériaux,,,1297530,1472052.0,0.88,63.158,62.421,50.991,59.0,1.975,0.96,,65.24,27.64,65.24,59.34,,,,,False,25,17,6,7,6,4,4,69,BON,Achat - position standard,vert clair,,,2026-08-28
CS.PA,AXA,Assurance,,,3139050,2248758.0,1.4,43.812,44.154,41.554,33.5,0.657,1.12,,45.66,36.55,45.63,42.43,,7.0,,1.0,False,3,15,2,10,6,4,4,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
BNP.PA,BNP Paribas,Banque,,,2227916,1540792.0,1.45,106.003,107.331,93.477,32.9,2.265,1.1,,113.82,65.12,113.82,99.93,,4.0,,1.0,False,3,15,2,10,6,4,4,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
EN.PA,Bouygues,BTP/Télécom,,,740065,539418.0,1.37,45.974,46.791,46.893,27.0,0.92,0.98,,53.48,35.44,50.2,43.39,,,,1.0,False,0,8,2,7,6,4,4,31,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,,,2026-08-28
CAP.PA,Capgemini,Technologie,,,351399,463949.0,0.76,108.802,106.71,109.87,58.1,3.695,0.92,,153.05,85.62,111.85,103.9,,,,,False,3,17,4,7,6,4,4,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
CA.PA,Carrefour,Distribution,,,1603995,1608726.0,1.0,15.82,15.872,15.487,42.1,0.261,0.86,,17.53,11.94,16.12,15.52,,,,,False,3,20,6,7,4,4,4,48,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
ACA.PA,Crédit Agricole,Banque,,,4190061,4451778.0,0.94,19.055,19.131,17.527,34.9,0.319,1.01,,20.4,15.3,20.4,18.18,,1.0,,1.0,False,3,15,6,7,6,4,4,45,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,,,2026-08-28
