ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,172.96,-0.41,935316,1074025.0,0.87,174.925,173.32,172.258,49.8,3.293,0.96,1.64,189.8,154.86,182.26,164.16,,8.0,,4.0,False,25,20,6,7,4,4,7,73,BON,Achat - position standard,vert clair,168.02,181.19,2026-07-09
AIR.PA,Airbus,Aéronautique,196.52,-0.43,1060745,1249198.0,0.85,199.197,194.294,183.082,56.2,5.409,1.01,2.46,221.3,157.42,210.95,177.78,,,,3.0,False,25,17,6,7,3,4,7,69,BON,Achat - position standard,vert clair,188.41,210.04,2026-07-09
ALO.PA,Alstom,Industrie,15.63,0.51,1196948,2015133.0,0.59,15.693,15.887,20.482,42.4,0.478,1.01,2.81,30.23,14.72,16.87,14.93,,,,8.0,False,0,20,4,7,4,4,7,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,14.91,16.83,2026-07-09
MT.AS,ArcelorMittal,Matériaux,54.52,1.72,1241029,2298756.0,0.54,55.003,55.382,46.668,47.5,2.192,1.02,3.77,62.6,26.35,62.58,51.24,,,,8.0,False,12,20,4,7,3,4,7,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,51.23,60.0,2026-07-09
CS.PA,AXA,Assurance,44.3,0.66,1935899,3527451.0,0.55,43.84,43.075,40.29,71.4,0.598,0.96,1.25,44.54,36.55,44.54,40.65,,,,2.0,False,25,3,4,7,4,7,7,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,43.4,45.8,2026-07-09
BNP.PA,BNP Paribas,Banque,99.82,1.58,2200337,2073738.0,1.06,100.907,99.945,87.587,52.4,2.067,1.0,1.69,103.6,65.12,103.6,94.6,,,,3.0,False,25,20,6,7,3,4,7,72,BON,Achat - position standard,vert clair,96.72,104.99,2026-07-09
EN.PA,Bouygues,BTP/Télécom,46.7,1.17,646426,947367.0,0.68,47.609,48.496,46.673,35.0,0.951,0.98,1.78,53.48,35.39,51.1,45.7,,9.0,,1.0,False,12,15,4,7,6,4,7,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,45.27,49.08,2026-07-09
CAP.PA,Capgemini,Technologie,89.0,-2.09,951858,767214.0,1.24,91.075,92.436,112.963,40.2,3.378,0.89,3.13,153.05,86.2,100.0,86.2,,,,,False,0,20,2,7,4,4,7,44,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,83.93,97.45,2026-07-09
CA.PA,Carrefour,Distribution,16.33,-0.52,1498675,2695400.0,0.56,16.251,16.245,15.259,51.1,0.381,1.04,1.86,17.53,11.94,16.75,15.24,haussier,0.0,,,False,25,20,8,7,8,7,7,82,EXCELLENT,Achat fort - position pleine,vert,15.76,17.29,2026-07-09
ACA.PA,Crédit Agricole,Banque,17.42,1.31,4696978,5523753.0,0.85,17.513,17.406,16.932,52.1,0.302,0.98,1.42,19.15,15.29,17.94,16.47,,,,3.0,False,25,20,6,7,3,7,7,75,BON,Achat - position standard,vert clair,16.97,18.18,2026-07-09
BN.PA,Danone,Agroalimentaire,72.42,-1.04,1359810,1745793.0,0.78,72.337,70.376,69.488,62.9,1.337,1.04,1.81,80.14,60.64,74.68,64.68,,,,5.0,False,25,17,8,7,4,7,7,75,BON,Achat - position standard,vert clair,70.41,75.76,2026-07-09
DSY.PA,Dassault Systèmes,Technologie,18.21,1.36,1510189,2253631.0,0.67,18.215,18.223,21.535,48.9,0.61,0.92,3.03,33.16,15.82,18.94,16.8,,1.0,,,False,0,20,4,7,4,4,7,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,17.3,19.73,2026-07-09
EDEN.PA,Edenred,Services,23.55,1.99,662030,1207004.0,0.55,23.146,22.742,21.462,58.1,0.759,0.89,2.81,27.54,15.23,24.74,20.24,,,,,False,25,17,4,7,4,7,7,71,BON,Achat - position standard,vert clair,22.41,25.45,2026-07-09
ENGI.PA,Engie,Énergie,27.1,1.19,2157928,2988356.0,0.72,27.141,27.117,24.959,49.8,0.546,1.07,1.99,29.89,17.2,27.81,26.43,,8.0,,,False,25,20,4,7,4,4,7,71,BON,Achat - position standard,vert clair,26.28,28.46,2026-07-09
EL.PA,EssilorLuxottica,Santé/Optique,171.65,1.36,498508,805058.0,0.62,171.613,172.256,216.528,48.2,5.45,1.0,3.14,323.8,160.6,188.9,160.6,,,,,False,0,20,4,7,4,4,7,46,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,163.47,185.28,2026-07-09
ERF.PA,Eurofins Scientific,Santé,68.8,2.59,280414,292404.0,0.96,68.154,66.924,63.212,61.8,1.572,1.07,2.25,74.32,54.86,70.28,61.44,,,,9.0,False,25,20,6,7,4,7,7,76,BON,Achat - position standard,vert clair,66.44,72.73,2026-07-09
RMS.PA,Hermès,Luxe,1624.5,3.44,70494,88639.0,0.8,1621.023,1631.244,1868.148,48.6,53.729,0.95,2.87,2446.0,1529.0,1793.0,1564.0,,,,1.0,False,0,20,4,7,6,4,7,48,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,1543.91,1758.82,2026-07-09
KER.PA,Kering,Luxe,245.8,2.57,201696,333728.0,0.6,250.106,253.814,258.763,43.8,9.723,0.96,3.27,354.2,190.24,280.7,238.75,,6.0,,1.0,False,0,20,4,7,6,4,7,48,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,231.22,270.11,2026-07-09
OR.PA,L'Oréal,Cosmétiques,379.65,-0.29,275683,476634.0,0.58,382.604,382.092,372.75,48.9,8.861,1.04,2.0,408.35,338.85,397.05,369.45,,,,,False,25,20,8,7,3,4,7,74,BON,Achat - position standard,vert clair,366.36,401.8,2026-07-09
LR.PA,Legrand,Industrie,141.35,-0.56,629468,691430.0,0.91,143.06,144.1,138.739,44.4,4.102,0.96,2.49,166.95,111.55,155.25,132.9,,5.0,,,False,12,20,6,7,3,4,7,59,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,135.2,151.61,2026-07-09
MC.PA,LVMH,Luxe,492.95,1.66,356669,640395.0,0.56,491.624,490.988,517.189,51.8,14.036,0.91,2.48,654.7,440.0,537.2,471.35,,,,,False,3,20,4,7,6,4,7,51,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,471.9,528.04,2026-07-09
ML.PA,Michelin,Industrie,34.25,0.09,1469305,1642936.0,0.89,34.336,33.805,31.499,58.6,0.634,1.01,1.67,35.72,25.51,35.72,32.43,,,,5.0,False,25,17,6,7,4,4,7,70,BON,Achat - position standard,vert clair,33.3,35.83,2026-07-09
ORA.PA,Orange,Télécom,15.86,-0.53,4460169,5195535.0,0.86,16.084,16.529,16.115,30.4,0.334,0.92,1.89,18.81,12.9,17.84,15.62,,,,3.0,False,8,15,6,7,6,4,7,53,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.36,16.7,2026-07-09
RI.PA,Pernod Ricard,Boissons,63.6,-0.87,496424,774143.0,0.64,64.04,63.952,73.112,48.9,1.886,1.11,2.84,107.45,58.6,67.06,61.24,,2.0,,,False,3,20,8,10,3,4,7,55,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,60.77,68.31,2026-07-09
