ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,atr_ratio,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_ema,score_rsi_crit,score_volume_crit,score_atr_crit,score_macd_crit,score_structure,score_marche,score_swing_total,signal_swing,action_swing,couleur_swing,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,172.76,0.16,911931,649864.0,1.4,170.614,170.269,164.239,57.7,2.591,1.08,1.34,182.26,140.78,176.64,165.36,,1.0,,,False,25,17,12,7,8,7,5,81,EXCELLENT,Achat fort - position pleine,vert,168.87,179.24,2026-09-03
AIR.PA,Airbus,Aéronautique,197.0,0.05,804461,718525.0,1.12,200.384,203.411,190.325,37.6,4.264,0.96,1.87,221.3,157.42,216.55,193.18,,8.0,,2.0,False,12,18,6,7,6,4,5,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,190.6,207.66,2026-09-03
ALO.PA,Alstom,Industrie,16.17,3.19,1347545,994107.0,1.36,16.135,16.168,19.057,50.1,0.439,1.08,2.52,30.23,14.72,17.06,15.54,,1.0,,,False,0,20,12,7,6,4,5,54,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,15.52,17.27,2026-09-03
MT.AS,ArcelorMittal,Matériaux,65.66,2.18,1774506,1350924.0,1.31,64.124,63.248,51.644,63.9,2.038,1.01,3.34,66.04,28.62,66.04,59.34,,,haussière,0.0,False,25,17,12,7,10,10,5,86,EXCELLENT,Achat fort - position pleine,vert,62.6,70.76,2026-09-03
CS.PA,AXA,Assurance,44.21,2.08,2416079,2305143.0,1.05,43.709,43.943,41.655,52.1,0.69,1.15,1.55,45.66,36.55,45.63,42.43,,,,5.0,False,12,20,6,10,6,4,5,63,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,43.18,45.93,2026-09-03
BNP.PA,BNP Paribas,Banque,104.14,1.01,1271865,1689398.0,0.75,104.118,105.668,93.943,44.6,2.112,1.04,2.04,113.82,65.12,113.82,99.93,,8.0,,5.0,False,12,20,4,7,6,4,5,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,100.97,109.42,2026-09-03
EN.PA,Bouygues,BTP/Télécom,44.21,0.82,989963,595190.0,1.66,44.743,45.749,46.759,32.9,0.876,0.97,1.86,53.48,36.42,49.07,43.39,,,,5.0,True,0,15,15,7,6,4,5,52,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,42.9,46.4,2026-09-03
CAP.PA,Capgemini,Technologie,110.0,4.66,374306,433792.0,0.86,108.061,107.089,109.774,57.7,3.585,0.93,2.99,153.05,85.62,111.85,104.05,,,,,False,20,17,6,7,6,7,5,68,BON,Achat - position standard,vert clair,104.62,118.96,2026-09-03
CA.PA,Carrefour,Distribution,16.33,0.83,1407688,1570720.0,0.9,15.975,15.924,15.512,59.6,0.261,0.93,1.4,17.53,11.94,16.4,15.52,,1.0,haussière,0.0,False,25,17,6,7,8,7,5,75,BON,Achat - position standard,vert clair,15.94,16.98,2026-09-03
ACA.PA,Crédit Agricole,Banque,18.84,1.4,3890474,4228931.0,0.92,18.771,18.926,17.58,48.9,0.308,0.99,1.58,20.4,15.37,20.4,18.18,,5.0,,5.0,False,12,20,6,7,6,4,5,60,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,18.38,19.61,2026-09-03
BN.PA,Danone,Agroalimentaire,63.6,-1.03,1091916,975738.0,1.12,64.703,65.816,68.977,30.7,1.001,0.81,1.27,80.14,60.64,68.56,63.48,,,baissière,0.0,False,0,15,6,7,3,0,5,36,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,62.1,66.1,2026-09-03
DSY.PA,Dassault Systèmes,Technologie,22.48,1.58,1090853,1615057.0,0.68,22.457,22.049,21.375,59.2,0.609,0.92,2.31,30.36,15.82,23.18,20.81,,,,5.0,False,25,17,4,7,3,7,5,68,BON,Achat - position standard,vert clair,21.57,24.0,2026-09-03
EDEN.PA,Edenred,Services,30.0,0.67,610569,458440.0,1.33,29.889,29.284,23.701,63.4,0.683,0.92,2.06,30.85,15.23,30.85,27.61,,,,5.0,False,25,17,12,7,3,7,5,76,BON,Achat - position standard,vert clair,28.98,31.71,2026-09-03
ENGI.PA,Engie,Énergie,23.79,-0.5,4853195,3011627.0,1.61,24.479,25.105,25.302,29.0,0.558,1.0,2.02,29.89,17.72,26.82,23.4,,,baissière,0.0,True,0,8,2,7,3,0,5,25,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,22.95,25.18,2026-09-03
EL.PA,EssilorLuxottica,Santé/Optique,152.95,-3.62,844705,643841.0,1.31,158.81,161.412,199.447,32.7,4.31,0.89,2.18,323.8,152.4,175.8,152.4,,,baissière,0.0,False,0,15,2,7,3,0,5,32,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,146.48,163.73,2026-09-03
ERF.PA,Eurofins Scientific,Santé,73.46,0.93,307393,212326.0,1.45,72.547,71.695,65.595,62.6,1.482,1.06,2.06,74.78,54.86,74.78,68.62,,,,7.0,False,25,17,12,7,6,7,5,79,BON,Achat - position standard,vert clair,71.24,77.17,2026-09-03
RMS.PA,Hermès,Luxe,1481.5,-3.3,143538,118026.0,1.22,1545.06,1565.458,1779.032,35.9,42.852,0.93,2.28,2300.0,1465.5,1663.5,1469.5,,,baissière,0.0,False,0,15,2,7,3,0,5,32,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,1417.22,1588.63,2026-09-03
KER.PA,Kering,Luxe,244.6,-2.02,366837,275522.0,1.33,251.117,256.343,259.169,39.5,7.896,0.88,2.65,354.2,225.1,292.8,241.4,,,,,False,0,15,2,7,3,4,5,36,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,232.76,264.34,2026-09-03
OR.PA,L'Oréal,Cosmétiques,378.5,-1.69,282634,281544.0,1.0,383.401,383.759,376.154,45.4,7.501,0.96,1.74,405.8,338.85,393.75,367.5,baissier,0.0,,,False,12,20,6,7,3,4,5,57,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,367.25,397.25,2026-09-03
LR.PA,Legrand,Industrie,136.45,1.41,572479,411390.0,1.39,136.147,136.622,138.08,48.8,3.577,0.97,2.31,166.95,121.95,143.8,131.6,,,,,False,8,20,12,7,6,4,5,62,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,131.09,145.39,2026-09-03
MC.PA,LVMH,Luxe,431.05,-1.81,727463,438969.0,1.66,446.028,454.15,500.261,34.8,11.216,0.93,2.18,654.7,425.35,487.5,425.35,,,baissière,0.0,True,0,15,2,7,3,0,5,32,DEFAVORABLE,Ne pas acheter - conditions non réunies,rouge,414.23,459.09,2026-09-03
ML.PA,Michelin,Industrie,34.85,1.22,1339932,1318891.0,1.02,34.73,34.662,32.54,52.9,0.608,0.99,1.51,35.72,25.51,35.35,33.95,,8.0,,,False,25,20,6,7,6,7,5,76,BON,Achat - position standard,vert clair,33.94,36.37,2026-09-03
ORA.PA,Orange,Télécom,15.4,-0.8,2905357,4850479.0,0.6,15.56,15.81,16.124,38.6,0.334,0.96,1.92,18.81,13.07,16.47,14.8,,,,5.0,False,0,15,4,7,6,4,5,41,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,14.9,16.24,2026-09-03
RI.PA,Pernod Ricard,Boissons,62.46,-1.08,545360,689867.0,0.79,64.473,65.807,70.925,36.5,1.759,1.03,2.56,95.62,58.6,71.14,61.96,,5.0,,5.0,False,0,15,4,7,6,4,5,41,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,59.82,66.86,2026-09-03
PUB.PA,Publicis,Communication,103.75,4.4,810112,606874.0,1.33,101.411,100.135,87.524,64.6,2.289,1.01,1.91,104.85,68.14,104.85,97.34,,,,8.0,False,25,17,12,7,6,7,5,79,BON,Achat - position standard,vert clair,100.32,109.47,2026-09-03
RNO.PA,Renault,Automobile,28.85,4.19,1680893,1319593.0,1.27,28.589,28.374,30.165,54.2,0.925,1.17,3.34,37.97,24.66,30.07,26.96,,,,3.0,False,3,20,12,10,6,7,5,63,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,27.46,31.16,2026-09-03
SAF.PA,Safran,Aéronautique,331.5,0.85,357295,419806.0,0.85,337.863,342.401,314.508,39.9,7.676,0.94,1.98,366.5,262.6,366.5,326.8,,5.0,,1.0,False,12,18,6,7,6,4,5,58,MODERE,Achat prudent - demi-position ou attendre confirmation,jaune,319.99,350.69,2026-09-03
SGO.PA,Saint-Gobain,Matériaux,75.5,0.64,695560,893248.0,0.78,78.04,79.392,80.668,36.6,1.898,0.93,2.16,95.86,65.88,86.26,74.62,,4.0,,1.0,False,0,18,4,7,3,4,5,41,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,72.65,80.24,2026-09-03
SAN.PA,Sanofi,Santé,76.27,-1.15,1808704,1539613.0,1.17,77.102,76.987,78.916,46.8,1.527,0.9,1.74,91.15,71.25,79.36,73.63,,,,,False,3,20,6,7,3,4,5,48,FAIBLE,Pas d'achat - surveiller pour amélioration,orange,73.98,80.09,2026-09-03
